"Device ID:-ESP098990, FileName:-1162019-07-23_15H35M13S.csv, Load:-116"
3:55:16,2.552
3:55:20,2.552
3:55:24,2.552
3:55:28,2.552
3:55:32,2.552
3:55:36,2.552
3:55:40,2.552
3:55:44,2.552
3:55:48,2.552
3:55:52,2.552
3:55:56,2.552
3:56:0,2.552
3:56:4,2.552
3:56:8,2.552
3:56:12,2.552
3:56:16,2.552
3:56:20,2.552
3:56:24,2.552
3:56:28,2.552
3:56:32,2.552
3:56:36,2.552
3:56:40,2.552
3:56:44,2.552
3:56:48,2.549
3:56:52,2.552
3:56:56,2.552
3:57:0,2.552
3:57:4,2.552
3:57:8,2.549
3:57:12,2.549
3:57:16,2.552
3:57:20,2.549
3:57:24,2.549
3:57:28,2.549
3:57:32,2.549
3:57:36,2.549
3:57:40,2.549
3:57:44,2.549
3:57:48,2.552
3:57:52,2.549
3:57:56,2.549
3:58:0,2.549
3:58:4,2.549
3:58:8,2.549
3:58:12,2.549
3:58:16,2.549
3:58:20,2.549
3:58:24,2.549
3:58:28,2.549
3:58:32,2.549
3:58:36,2.549
3:58:40,2.549
3:58:44,2.549
3:58:48,2.549
3:58:52,2.549
3:58:56,2.549
3:59:0,2.549
3:59:4,2.549
3:59:8,2.549
3:59:12,2.549
3:59:16,2.549
3:59:20,2.549
3:59:24,2.549
3:59:28,2.549
3:59:32,2.549
3:59:36,2.549
3:59:40,2.549
3:59:44,2.549
3:59:48,2.549
3:59:52,2.549
3:59:56,2.549
4:0:0,2.549
4:0:4,2.546
4:0:8,2.549
4:0:12,2.549
4:0:16,2.549
4:0:20,2.546
4:0:24,2.546
4:0:28,2.546
4:0:32,2.546
4:0:36,2.546
4:0:40,2.546
4:0:44,2.546
4:0:48,2.546
4:0:52,2.546
4:0:56,2.546
4:1:0,2.546
4:1:4,2.546
4:1:8,2.546
4:1:12,2.549
4:1:16,2.546
4:1:20,2.546
4:1:24,2.546
4:1:28,2.546
4:1:32,2.546
4:1:36,2.546
4:1:40,2.546
4:1:44,2.546
4:1:48,2.546
4:1:52,2.546
4:1:56,2.546
4:2:0,2.546
4:2:4,2.546
4:2:8,2.546
4:2:12,2.546
4:2:16,2.546
4:2:20,2.546
4:2:24,2.546
4:2:28,2.546
4:2:32,2.546
4:2:36,2.546
4:2:40,2.546
4:2:44,2.546
4:2:48,2.546
4:2:52,2.546
4:2:56,2.546
4:3:0,2.546
4:3:4,2.546
4:3:8,2.546
4:3:12,2.546
4:3:16,2.546
4:3:20,2.546
4:3:24,2.546
4:3:28,2.546
4:3:32,2.546
4:3:36,2.546
4:3:40,2.546
4:3:44,2.546
4:3:48,2.546
4:3:52,2.546
4:3:56,2.546
4:4:0,2.546
4:4:4,2.546
4:4:8,2.543
4:4:12,2.543
4:4:16,2.543
4:4:20,2.546
4:4:24,2.546
4:4:28,2.546
4:4:32,2.546
4:4:36,2.546
4:4:40,2.546
4:4:44,2.543
4:4:48,2.543
4:4:52,2.543
4:4:56,2.543
4:5:0,2.543
4:5:4,2.543
4:5:8,2.543
4:5:12,2.543
4:5:16,2.543
4:5:20,2.543
4:5:24,2.543
4:5:28,2.543
4:5:32,2.543
4:5:36,2.543
4:5:40,2.543
4:5:44,2.543
4:5:48,2.543
4:5:52,2.543
4:5:56,2.543
4:6:0,2.543
4:6:4,2.543
4:6:8,2.543
4:6:12,2.543
4:6:16,2.543
4:6:20,2.543
4:6:24,2.543
4:6:28,2.543
4:6:32,2.543
4:6:36,2.543
4:6:40,2.543
4:6:44,2.543
4:6:48,2.543
4:6:52,2.543
4:6:56,2.543
4:7:0,2.543
4:7:4,2.543
4:7:8,2.543
4:7:12,2.54
4:7:16,2.543
4:7:20,2.543
4:7:24,2.543
4:7:28,2.543
4:7:32,2.543
4:7:36,2.543
4:7:40,2.543
4:7:44,2.543
4:7:48,2.543
4:7:52,2.543
4:7:56,2.543
4:8:0,2.543
4:8:4,2.54
4:8:8,2.543
4:8:12,2.543
4:8:16,2.54
4:8:20,2.54
4:8:24,2.54
4:8:28,2.54
4:8:32,2.54
4:8:36,2.54
4:8:40,2.54
4:8:44,2.54
4:8:48,2.54
4:8:52,2.54
4:8:56,2.54
4:9:0,2.54
4:9:4,2.54
4:9:8,2.54
4:9:12,2.54
4:9:16,2.54
4:9:20,2.54
4:9:24,2.54
4:9:28,2.54
4:9:32,2.54
4:9:36,2.54
4:9:40,2.54
4:9:44,2.54
4:9:48,2.54
4:9:52,2.54
4:9:56,2.54
4:10:0,2.54
4:10:4,2.54
4:10:8,2.54
4:10:12,2.54
4:10:16,2.54
4:10:20,2.54
4:10:24,2.54
4:10:28,2.54
4:10:32,2.54
4:10:36,2.54
4:10:40,2.54
4:10:44,2.54
4:10:48,2.54
4:10:52,2.54
4:10:56,2.54
4:11:0,2.54
4:11:4,2.54
4:11:8,2.54
4:11:12,2.54
4:11:16,2.54
4:11:20,2.54
4:11:24,2.54
4:11:28,2.54
4:11:32,2.537
4:11:36,2.54
4:11:40,2.54
4:11:44,2.54
4:11:48,2.537
4:11:52,2.54
4:11:56,2.54
4:12:0,2.537
4:12:4,2.54
4:12:8,2.54
4:12:12,2.537
4:12:16,2.54
4:12:20,2.54
4:12:24,2.537
4:12:28,2.54
4:12:32,2.537
4:12:36,2.537
4:12:40,2.537
4:12:44,2.537
4:12:48,2.537
4:12:52,2.537
4:12:56,2.537
4:13:0,2.537
4:13:4,2.537
4:13:8,2.537
4:13:12,2.537
4:13:16,2.537
4:13:20,2.537
4:13:24,2.537
4:13:28,2.537
4:13:32,2.537
4:13:36,2.537
4:13:40,2.537
4:13:44,2.537
4:13:48,2.537
4:13:52,2.537
4:13:56,2.537
4:14:0,2.537
4:14:4,2.537
4:14:8,2.537
4:14:12,2.537
4:14:16,2.537
4:14:20,2.537
4:14:24,2.537
4:14:28,2.537
4:14:32,2.537
4:14:36,2.537
4:14:40,2.537
4:14:44,2.537
4:14:48,2.537
4:14:52,2.537
4:14:56,2.537
4:15:0,2.537
4:15:4,2.537
4:15:8,2.537
4:15:12,2.537
4:15:16,2.537
4:15:20,2.537
4:15:24,2.537
4:15:28,2.537
4:15:32,2.537
4:15:36,2.534
4:15:40,2.537
4:15:44,2.537
4:15:48,2.537
4:15:52,2.537
4:15:56,2.537
4:16:0,2.537
4:16:4,2.537
4:16:8,2.537
4:16:12,2.537
4:16:16,2.534
4:16:20,2.534
4:16:24,2.534
4:16:28,2.537
4:16:32,2.537
4:16:36,2.537
4:16:40,2.534
4:16:44,2.534
4:16:48,2.537
4:16:52,2.534
4:16:56,2.534
4:17:0,2.534
4:17:4,2.534
4:17:8,2.534
4:17:12,2.534
4:17:16,2.534
4:17:20,2.534
4:17:24,2.534
4:17:28,2.534
4:17:32,2.534
4:17:36,2.534
4:17:40,2.534
4:17:44,2.534
4:17:48,2.534
4:17:52,2.534
4:17:56,2.534
4:18:0,2.534
4:18:4,2.534
4:18:8,2.534
4:18:12,2.534
4:18:16,2.534
4:18:20,2.534
4:18:24,2.534
4:18:28,2.534
4:18:32,2.534
4:18:36,2.534
4:18:40,2.531
4:18:44,2.534
4:18:48,2.534
4:18:52,2.534
4:18:56,2.534
4:19:0,2.534
4:19:4,2.534
4:19:8,2.534
4:19:12,2.534
4:19:16,2.531
4:19:20,2.534
4:19:24,2.534
4:19:28,2.534
4:19:32,2.534
4:19:36,2.534
4:19:40,2.534
4:19:44,2.534
4:19:48,2.534
4:19:52,2.531
4:19:56,2.534
4:20:0,2.534
4:20:4,2.534
4:20:8,2.531
4:20:12,2.525
4:20:16,2.531
4:20:20,2.531
4:20:24,2.531
4:20:28,2.531
4:20:32,2.531
4:20:36,2.534
4:20:40,2.531
4:20:44,2.531
4:20:48,2.531
4:20:52,2.531
4:20:56,2.534
4:21:0,2.531
4:21:4,2.531
4:21:8,2.531
4:21:12,2.531
4:21:16,2.531
4:21:20,2.531
4:21:24,2.525
4:21:28,2.531
4:21:32,2.531
4:21:36,2.525
4:21:40,2.531
4:21:44,2.531
4:21:48,2.531
4:21:52,2.525
4:21:56,2.531
4:22:0,2.525
4:22:4,2.525
4:22:8,2.525
4:22:12,2.525
4:22:16,2.525
4:22:20,2.525
4:22:24,2.525
4:22:28,2.525
4:22:32,2.525
4:22:36,2.525
4:22:40,2.525
4:22:44,2.525
4:22:48,2.525
4:22:52,2.525
4:22:56,2.525
4:23:0,2.525
4:23:4,2.525
4:23:8,2.522
4:23:12,2.525
4:23:16,2.525
4:23:20,2.525
4:23:24,2.522
4:23:28,2.522
4:23:32,2.522
4:23:36,2.525
4:23:40,2.522
4:23:44,2.522
4:23:48,2.522
4:23:52,2.522
4:23:56,2.522
4:24:0,2.522
4:24:4,2.522
4:24:8,2.522
4:24:12,2.522
4:24:16,2.522
4:24:20,2.522
4:24:24,2.522
4:24:28,2.522
4:24:32,2.522
4:24:36,2.522
4:24:40,2.522
4:24:44,2.522
4:24:48,2.522
4:24:52,2.522
4:24:56,2.522
4:25:0,2.522
4:25:4,2.522
4:25:8,2.522
4:25:12,2.522
4:25:16,2.522
4:25:20,2.522
4:25:24,2.522
4:25:28,2.522
4:25:32,2.522
4:25:36,2.522
4:25:40,2.522
4:25:44,2.522
4:25:48,2.522
4:25:52,2.522
4:25:56,2.522
4:26:0,2.522
4:26:4,2.522
4:26:8,2.522
4:26:12,2.522
4:26:16,2.522
4:26:20,2.52
4:26:24,2.522
4:26:28,2.522
4:26:32,2.522
4:26:36,2.52
4:26:40,2.52
4:26:44,2.52
4:26:48,2.52
4:26:52,2.52
4:26:56,2.52
4:27:0,2.52
4:27:4,2.52
4:27:8,2.52
4:27:12,2.52
4:27:16,2.52
4:27:20,2.52
4:27:24,2.52
4:27:28,2.52
4:27:32,2.52
4:27:36,2.52
4:27:40,2.52
4:27:44,2.52
4:27:48,2.52
4:27:52,2.52
4:27:56,2.52
4:28:0,2.52
4:28:4,2.52
4:28:8,2.52
4:28:12,2.52
4:28:16,2.52
4:28:20,2.52
4:28:24,2.52
4:28:28,2.52
4:28:32,2.52
4:28:36,2.52
4:28:40,2.52
4:28:44,2.52
4:28:48,2.52
4:28:52,2.52
4:28:56,2.52
4:29:0,2.52
4:29:4,2.52
4:29:8,2.52
4:29:12,2.52
4:29:16,2.52
4:29:20,2.52
4:29:24,2.52
4:29:28,2.52
4:29:32,2.52
4:29:36,2.517
4:29:40,2.52
4:29:44,2.52
4:29:48,2.52
4:29:52,2.52
4:29:56,2.517
4:30:0,2.52
4:30:4,2.517
4:30:8,2.52
4:30:12,2.52
4:30:16,2.517
4:30:20,2.52
4:30:24,2.517
4:30:28,2.517
4:30:32,2.517
4:30:36,2.517
4:30:40,2.517
4:30:44,2.517
4:30:48,2.517
4:30:52,2.517
4:30:56,2.517
4:31:0,2.517
4:31:4,2.517
4:31:8,2.517
4:31:12,2.517
4:31:16,2.517
4:31:20,2.517
4:31:24,2.517
4:31:28,2.517
4:31:32,2.517
4:31:36,2.517
4:31:40,2.517
4:31:44,2.517
4:31:48,2.517
4:31:52,2.517
4:31:56,2.517
4:32:0,2.517
4:32:4,2.517
4:32:8,2.517
4:32:12,2.517
4:32:16,2.517
4:32:20,2.517
4:32:24,2.517
4:32:28,2.517
4:32:32,2.517
4:32:36,2.517
4:32:40,2.517
4:32:44,2.517
4:32:48,2.517
4:32:52,2.517
4:32:56,2.517
4:33:0,2.517
4:33:4,2.517
4:33:8,2.514
4:33:12,2.517
4:33:16,2.517
4:33:20,2.517
4:33:24,2.517
4:33:28,2.517
4:33:32,2.517
4:33:36,2.517
4:33:40,2.517
4:33:44,2.517
4:33:48,2.517
4:33:52,2.517
4:33:56,2.517
4:34:0,2.517
4:34:4,2.517
4:34:8,2.514
4:34:12,2.517
4:34:16,2.514
4:34:20,2.517
4:34:24,2.514
4:34:28,2.514
4:34:32,2.514
4:34:36,2.514
4:34:40,2.514
4:34:44,2.514
4:34:48,2.514
4:34:52,2.514
4:34:56,2.514
4:35:0,2.514
4:35:4,2.514
4:35:8,2.514
4:35:12,2.514
4:35:16,2.514
4:35:20,2.514
4:35:24,2.514
4:35:28,2.514
4:35:32,2.514
4:35:36,2.514
4:35:40,2.514
4:35:44,2.514
4:35:48,2.511
4:35:52,2.514
4:35:56,2.514
4:36:0,2.514
4:36:4,2.514
4:36:8,2.511
4:36:12,2.514
4:36:16,2.514
4:36:20,2.511
4:36:24,2.511
4:36:28,2.511
4:36:32,2.511
4:36:36,2.514
4:36:40,2.511
4:36:44,2.514
4:36:48,2.514
4:36:52,2.511
4:36:56,2.511
4:37:0,2.511
4:37:4,2.511
4:37:8,2.511
4:37:12,2.511
4:37:16,2.511
4:37:20,2.511
4:37:24,2.511
4:37:28,2.511
4:37:32,2.511
4:37:36,2.511
4:37:40,2.511
4:37:44,2.511
4:37:48,2.511
4:37:52,2.511
4:37:56,2.511
4:38:0,2.511
4:38:4,2.511
4:38:8,2.511
4:38:12,2.511
4:38:16,2.511
4:38:20,2.511
4:38:24,2.511
4:38:28,2.511
4:38:32,2.511
4:38:36,2.511
4:38:40,2.511
4:38:44,2.511
4:38:48,2.511
4:38:52,2.511
4:38:56,2.511
4:39:0,2.511
4:39:4,2.511
4:39:8,2.511
4:39:12,2.511
4:39:16,2.511
4:39:20,2.508
4:39:24,2.511
4:39:28,2.508
4:39:32,2.508
4:39:36,2.508
4:39:40,2.508
4:39:44,2.508
4:39:48,2.508
4:39:52,2.508
4:39:56,2.508
4:40:0,2.508
4:40:4,2.508
4:40:8,2.508
4:40:12,2.508
4:40:16,2.508
4:40:20,2.508
4:40:24,2.508
4:40:28,2.508
4:40:32,2.508
4:40:36,2.508
4:40:40,2.508
4:40:44,2.508
4:40:48,2.508
4:40:52,2.508
4:40:56,2.508
4:41:0,2.508
4:41:4,2.508
4:41:8,2.508
4:41:12,2.508
4:41:16,2.508
4:41:20,2.508
4:41:24,2.508
4:41:28,2.508
4:41:32,2.508
4:41:36,2.508
4:41:40,2.508
4:41:44,2.508
4:41:48,2.508
4:41:52,2.508
4:41:56,2.508
4:42:0,2.508
4:42:4,2.508
4:42:8,2.508
4:42:12,2.505
4:42:16,2.508
4:42:20,2.505
4:42:24,2.508
4:42:28,2.508
4:42:32,2.508
4:42:36,2.508
4:42:40,2.505
4:42:44,2.505
4:42:48,2.508
4:42:52,2.508
4:42:56,2.505
4:43:0,2.505
4:43:4,2.505
4:43:8,2.508
4:43:12,2.505
4:43:16,2.508
4:43:20,2.505
4:43:24,2.505
4:43:28,2.505
4:43:32,2.505
4:43:36,2.505
4:43:40,2.505
4:43:44,2.505
4:43:48,2.505
4:43:52,2.505
4:43:56,2.505
4:44:0,2.505
4:44:4,2.505
4:44:8,2.505
4:44:12,2.505
4:44:16,2.505
4:44:20,2.505
4:44:24,2.505
4:44:28,2.502
4:44:32,2.505
4:44:36,2.505
4:44:40,2.505
4:44:44,2.505
4:44:48,2.502
4:44:52,2.502
4:44:56,2.505
4:45:0,2.502
4:45:4,2.502
4:45:8,2.502
4:45:12,2.502
4:45:16,2.502
4:45:20,2.502
4:45:24,2.502
4:45:28,2.502
4:45:32,2.502
4:45:36,2.502
4:45:40,2.502
4:45:44,2.502
4:45:48,2.502
4:45:52,2.499
4:45:56,2.499
4:46:0,2.499
4:46:4,2.499
4:46:8,2.499
4:46:12,2.502
4:46:16,2.502
4:46:20,2.499
4:46:24,2.499
4:46:28,2.499
4:46:32,2.499
4:46:36,2.499
4:46:40,2.499
4:46:44,2.499
4:46:48,2.499
4:46:52,2.499
4:46:56,2.499
4:47:0,2.499
4:47:4,2.499
4:47:8,2.499
4:47:12,2.499
4:47:16,2.499
4:47:20,2.499
4:47:24,2.499
4:47:28,2.496
4:47:32,2.499
4:47:36,2.499
4:47:40,2.496
4:47:44,2.499
4:47:48,2.496
4:47:52,2.499
4:47:56,2.496
4:48:0,2.496
4:48:4,2.496
4:48:8,2.496
4:48:12,2.499
4:48:16,2.496
4:48:20,2.499
4:48:24,2.496
4:48:28,2.496
4:48:32,2.496
4:48:36,2.496
4:48:40,2.496
4:48:44,2.496
4:48:48,2.496
4:48:52,2.496
4:48:56,2.496
4:49:0,2.496
4:49:4,2.496
4:49:8,2.496
4:49:12,2.496
4:49:16,2.496
4:49:20,2.496
4:49:24,2.496
4:49:28,2.496
4:49:32,2.496
4:49:36,2.496
4:49:40,2.496
4:49:44,2.496
4:49:48,2.496
4:49:52,2.496
4:49:56,2.496
4:50:0,2.496
4:50:4,2.496
4:50:8,2.49
4:50:12,2.496
4:50:16,2.49
4:50:20,2.49
4:50:24,2.496
4:50:28,2.496
4:50:32,2.496
4:50:36,2.49
4:50:40,2.496
4:50:44,2.496
4:50:48,2.496
4:50:52,2.496
4:50:56,2.49
4:51:0,2.496
4:51:4,2.496
4:51:8,2.49
4:51:12,2.49
4:51:16,2.49
4:51:20,2.49
4:51:24,2.49
4:51:28,2.49
4:51:32,2.49
4:51:36,2.49
4:51:40,2.49
4:51:44,2.49
4:51:48,2.49
4:51:52,2.49
4:51:56,2.49
4:52:0,2.49
4:52:4,2.49
4:52:8,2.49
4:52:12,2.49
4:52:16,2.487
4:52:20,2.49
4:52:24,2.49
4:52:28,2.49
4:52:32,2.487
4:52:36,2.487
4:52:40,2.487
4:52:44,2.487
4:52:48,2.487
4:52:52,2.487
4:52:56,2.487
4:53:0,2.487
4:53:4,2.487
4:53:8,2.487
4:53:12,2.487
4:53:16,2.487
4:53:20,2.487
4:53:24,2.487
4:53:28,2.487
4:53:32,2.487
4:53:36,2.487
4:53:40,2.487
4:53:44,2.487
4:53:48,2.487
4:53:52,2.487
4:53:56,2.487
4:54:0,2.487
4:54:4,2.487
4:54:8,2.487
4:54:12,2.487
4:54:16,2.487
4:54:20,2.487
4:54:24,2.487
4:54:28,2.487
4:54:32,2.487
4:54:36,2.487
4:54:40,2.487
4:54:44,2.487
4:54:48,2.484
4:54:52,2.484
4:54:56,2.487
4:55:0,2.484
4:55:4,2.484
4:55:8,2.484
4:55:12,2.487
4:55:16,2.484
4:55:20,2.487
4:55:24,2.487
4:55:28,2.487
4:55:32,2.484
4:55:36,2.484
4:55:40,2.484
4:55:44,2.484
4:55:48,2.484
4:55:52,2.484
4:55:56,2.484
4:56:0,2.484
4:56:4,2.484
4:56:8,2.484
4:56:12,2.484
4:56:16,2.484
4:56:20,2.484
4:56:24,2.484
4:56:28,2.484
4:56:32,2.484
4:56:36,2.484
4:56:40,2.484
4:56:44,2.484
4:56:48,2.484
4:56:52,2.484
4:56:56,2.484
4:57:0,2.481
4:57:4,2.484
4:57:8,2.481
4:57:12,2.484
4:57:16,2.481
4:57:20,2.481
4:57:24,2.481
4:57:28,2.481
4:57:32,2.481
4:57:36,2.481
4:57:40,2.481
4:57:44,2.481
4:57:48,2.481
4:57:52,2.481
4:57:56,2.481
4:58:0,2.481
4:58:4,2.481
4:58:8,2.481
4:58:12,2.481
4:58:16,2.481
4:58:20,2.481
4:58:24,2.481
4:58:28,2.481
4:58:32,2.481
4:58:36,2.481
4:58:40,2.481
4:58:44,2.481
4:58:48,2.481
4:58:52,2.481
4:58:56,2.481
4:59:0,2.481
4:59:4,2.481
4:59:8,2.481
4:59:12,2.481
4:59:16,2.481
4:59:20,2.481
4:59:24,2.481
4:59:28,2.481
4:59:32,2.481
4:59:36,2.481
4:59:40,2.479
4:59:44,2.479
4:59:48,2.479
4:59:52,2.479
4:59:56,2.479
5:0:0,2.479
5:0:4,2.479
5:0:8,2.479
5:0:12,2.479
5:0:16,2.479
5:0:20,2.479
5:0:24,2.479
5:0:28,2.479
5:0:32,2.479
5:0:36,2.479
5:0:40,2.479
5:0:44,2.479
5:0:48,2.479
5:0:52,2.479
5:0:56,2.479
5:1:0,2.479
5:1:4,2.479
5:1:8,2.479
5:1:12,2.479
5:1:16,2.479
5:1:20,2.479
5:1:24,2.479
5:1:28,2.479
5:1:32,2.479
5:1:36,2.479
5:1:40,2.479
5:1:44,2.479
5:1:48,2.479
5:1:52,2.479
5:1:56,2.479
5:2:0,2.479
5:2:4,2.479
5:2:8,2.479
5:2:12,2.479
5:2:16,2.479
5:2:20,2.479
5:2:24,2.479
5:2:28,2.479
5:2:32,2.479
5:2:36,2.479
5:2:40,2.479
5:2:44,2.479
5:2:48,2.479
5:2:52,2.476
5:2:56,2.479
5:3:0,2.476
5:3:4,2.476
5:3:8,2.476
5:3:12,2.476
5:3:16,2.476
5:3:20,2.476
5:3:24,2.476
5:3:28,2.476
5:3:32,2.476
5:3:36,2.476
5:3:40,2.476
5:3:44,2.476
5:3:48,2.476
5:3:52,2.476
5:3:56,2.476
5:4:0,2.476
5:4:4,2.476
5:4:8,2.476
5:4:12,2.476
5:4:16,2.476
5:4:20,2.476
5:4:24,2.476
5:4:28,2.476
5:4:32,2.476
5:4:36,2.476
5:4:40,2.476
5:4:44,2.473
5:4:48,2.473
5:4:52,2.476
5:4:56,2.473
5:5:0,2.476
5:5:4,2.473
5:5:8,2.47
5:5:12,2.473
5:5:16,2.473
5:5:20,2.47
5:5:24,2.47
5:5:28,2.47
5:5:32,2.47
5:5:36,2.473
5:5:40,2.47
5:5:44,2.47
5:5:48,2.47
5:5:52,2.47
5:5:56,2.47
5:6:0,2.47
5:6:4,2.47
5:6:8,2.47
5:6:12,2.47
5:6:16,2.47
5:6:20,2.47
5:6:24,2.47
5:6:28,2.47
5:6:32,2.47
5:6:36,2.47
5:6:40,2.47
5:6:44,2.47
5:6:48,2.47
5:6:52,2.47
5:6:56,2.47
5:7:0,2.47
5:7:4,2.47
5:7:8,2.47
5:7:12,2.467
5:7:16,2.47
5:7:20,2.47
5:7:24,2.47
5:7:28,2.47
5:7:32,2.467
5:7:36,2.467
5:7:40,2.467
5:7:44,2.467
5:7:48,2.467
5:7:52,2.467
5:7:56,2.467
5:8:0,2.467
5:8:4,2.467
5:8:8,2.467
5:8:12,2.467
5:8:16,2.467
5:8:20,2.467
5:8:24,2.467
5:8:28,2.467
5:8:32,2.467
5:8:36,2.467
5:8:40,2.467
5:8:44,2.467
5:8:48,2.467
5:8:52,2.467
5:8:56,2.467
5:9:0,2.464
5:9:4,2.467
5:9:8,2.467
5:9:12,2.467
5:9:16,2.467
5:9:20,2.467
5:9:24,2.467
5:9:28,2.467
5:9:32,2.467
5:9:36,2.467
5:9:40,2.464
5:9:44,2.464
5:9:48,2.464
5:9:52,2.464
5:9:56,2.464
5:10:0,2.464
5:10:4,2.464
5:10:8,2.464
5:10:12,2.467
5:10:16,2.464
5:10:20,2.464
5:10:24,2.464
5:10:28,2.464
5:10:32,2.464
5:10:36,2.464
5:10:40,2.464
5:10:44,2.464
5:10:48,2.464
5:10:52,2.464
5:10:56,2.464
5:11:0,2.464
5:11:4,2.464
5:11:8,2.464
5:11:12,2.464
5:11:16,2.461
5:11:20,2.464
5:11:24,2.464
5:11:28,2.464
5:11:32,2.464
5:11:36,2.464
5:11:40,2.464
5:11:44,2.464
5:11:48,2.464
5:11:52,2.464
5:11:56,2.464
5:12:0,2.464
5:12:4,2.464
5:12:8,2.464
5:12:12,2.464
5:12:16,2.464
5:12:20,2.464
5:12:24,2.464
5:12:28,2.461
5:12:32,2.464
5:12:36,2.461
5:12:40,2.464
5:12:44,2.464
5:12:48,2.464
5:12:52,2.464
5:12:56,2.461
5:13:0,2.461
5:13:4,2.461
5:13:8,2.461
5:13:12,2.461
5:13:16,2.461
5:13:20,2.461
5:13:24,2.461
5:13:28,2.461
5:13:32,2.461
5:13:36,2.461
5:13:40,2.461
5:13:44,2.461
5:13:48,2.461
5:13:52,2.461
5:13:56,2.461
5:14:0,2.461
5:14:4,2.461
5:14:8,2.461
5:14:12,2.461
5:14:16,2.461
5:14:20,2.461
5:14:24,2.461
5:14:28,2.461
5:14:32,2.461
