"Device ID:-ESP098990, FileName:-1162019-07-23_15H35M13S.csv, Load:-116"
5:14:36,2.461
5:14:40,2.461
5:14:44,2.461
5:14:48,2.461
5:14:52,2.461
5:14:56,2.461
5:15:0,2.461
5:15:4,2.461
5:15:8,2.461
5:15:12,2.455
5:15:16,2.455
5:15:20,2.455
5:15:24,2.455
5:15:28,2.455
5:15:32,2.455
5:15:36,2.455
5:15:40,2.455
5:15:44,2.455
5:15:48,2.455
5:15:52,2.452
5:15:56,2.455
5:16:0,2.452
5:16:4,2.452
5:16:8,2.455
5:16:12,2.452
5:16:16,2.452
5:16:20,2.452
5:16:24,2.449
5:16:28,2.452
5:16:32,2.449
5:16:36,2.452
5:16:40,2.449
5:16:44,2.449
5:16:48,2.449
5:16:52,2.449
5:16:56,2.449
5:17:0,2.449
5:17:4,2.449
5:17:8,2.449
5:17:12,2.449
5:17:16,2.449
5:17:20,2.449
5:17:24,2.449
5:17:28,2.449
5:17:32,2.449
5:17:36,2.449
5:17:40,2.449
5:17:44,2.449
5:17:48,2.446
5:17:52,2.449
5:17:56,2.449
5:18:0,2.449
5:18:4,2.449
5:18:8,2.449
5:18:12,2.449
5:18:16,2.449
5:18:20,2.446
5:18:24,2.449
5:18:28,2.449
5:18:32,2.449
5:18:36,2.449
5:18:40,2.446
5:18:44,2.446
5:18:48,2.446
5:18:52,2.446
5:18:56,2.446
5:19:0,2.446
5:19:4,2.446
5:19:8,2.446
5:19:12,2.446
5:19:16,2.446
5:19:20,2.446
5:19:24,2.446
5:19:28,2.446
5:19:32,2.446
5:19:36,2.446
5:19:40,2.446
5:19:44,2.446
5:19:48,2.446
5:19:52,2.446
5:19:56,2.446
5:20:0,2.446
5:20:4,2.446
5:20:8,2.446
5:20:12,2.446
5:20:16,2.446
5:20:20,2.446
5:20:24,2.446
5:20:28,2.446
5:20:32,2.446
5:20:36,2.446
5:20:40,2.443
5:20:44,2.446
5:20:48,2.446
5:20:52,2.446
5:20:56,2.443
5:21:0,2.443
5:21:4,2.443
5:21:8,2.443
5:21:12,2.443
5:21:16,2.443
5:21:20,2.443
5:21:24,2.443
5:21:28,2.443
5:21:32,2.443
5:21:36,2.443
5:21:40,2.443
5:21:44,2.443
5:21:48,2.443
5:21:52,2.443
5:21:56,2.443
5:22:0,2.443
5:22:4,2.443
5:22:8,2.443
5:22:12,2.443
5:22:16,2.443
5:22:20,2.443
5:22:24,2.443
5:22:28,2.443
5:22:32,2.443
5:22:36,2.443
5:22:40,2.443
5:22:44,2.443
5:22:48,2.443
5:22:52,2.443
5:22:56,2.443
5:23:0,2.44
5:23:4,2.443
5:23:8,2.44
5:23:12,2.443
5:23:16,2.443
5:23:20,2.443
5:23:24,2.443
5:23:28,2.44
5:23:32,2.443
5:23:36,2.443
5:23:40,2.44
5:23:44,2.44
5:23:48,2.44
5:23:52,2.44
5:23:56,2.44
5:24:0,2.44
5:24:4,2.44
5:24:8,2.44
5:24:12,2.44
5:24:16,2.44
5:24:20,2.44
5:24:24,2.44
5:24:28,2.44
5:24:32,2.44
5:24:36,2.44
5:24:40,2.44
5:24:44,2.44
5:24:48,2.44
5:24:52,2.44
5:24:56,2.44
5:25:0,2.44
5:25:4,2.44
5:25:8,2.44
5:25:12,2.44
5:25:16,2.44
5:25:20,2.438
5:25:24,2.44
5:25:28,2.438
5:25:32,2.44
5:25:36,2.438
5:25:40,2.44
5:25:44,2.44
5:25:48,2.438
5:25:52,2.438
5:25:56,2.438
5:26:0,2.438
5:26:4,2.438
5:26:8,2.438
5:26:12,2.438
5:26:16,2.438
5:26:20,2.438
5:26:24,2.438
5:26:28,2.438
5:26:32,2.438
5:26:36,2.438
5:26:40,2.438
5:26:44,2.438
5:26:48,2.438
5:26:52,2.438
5:26:56,2.438
5:27:0,2.438
5:27:4,2.438
5:27:8,2.438
5:27:12,2.438
5:27:16,2.438
5:27:20,2.438
5:27:24,2.438
5:27:28,2.438
5:27:32,2.438
5:27:36,2.438
5:27:40,2.438
5:27:44,2.438
5:27:48,2.438
5:27:52,2.438
5:27:56,2.438
5:28:0,2.438
5:28:4,2.438
5:28:8,2.438
5:28:12,2.438
5:28:16,2.438
5:28:20,2.438
5:28:24,2.438
5:28:28,2.435
5:28:32,2.438
5:28:36,2.438
5:28:40,2.438
5:28:44,2.438
5:28:48,2.435
5:28:52,2.438
5:28:56,2.438
5:29:0,2.435
5:29:4,2.438
5:29:8,2.438
5:29:12,2.435
5:29:16,2.435
5:29:20,2.438
5:29:24,2.438
5:29:28,2.435
5:29:32,2.435
5:29:36,2.435
5:29:40,2.435
5:29:44,2.435
5:29:48,2.435
5:29:52,2.435
5:29:56,2.435
5:30:0,2.438
5:30:4,2.435
5:30:8,2.435
5:30:12,2.435
5:30:16,2.435
5:30:20,2.435
5:30:24,2.435
5:30:28,2.435
5:30:32,2.435
5:30:36,2.435
5:30:40,2.435
5:30:44,2.435
5:30:48,2.435
5:30:52,2.432
5:30:56,2.435
5:31:0,2.435
5:31:4,2.435
5:31:8,2.435
5:31:12,2.435
5:31:16,2.435
5:31:20,2.435
5:31:24,2.435
5:31:28,2.435
5:31:32,2.435
5:31:36,2.435
5:31:40,2.435
5:31:44,2.435
5:31:48,2.435
5:31:52,2.432
5:31:56,2.435
5:32:0,2.435
5:32:4,2.432
5:32:8,2.435
5:32:12,2.435
5:32:16,2.435
5:32:20,2.432
5:32:24,2.432
5:32:28,2.432
5:32:32,2.432
5:32:36,2.432
5:32:40,2.432
5:32:44,2.429
5:32:48,2.429
5:32:52,2.429
5:32:56,2.429
5:33:0,2.429
5:33:4,2.429
5:33:8,2.429
5:33:12,2.429
5:33:16,2.429
5:33:20,2.429
5:33:24,2.429
5:33:28,2.429
5:33:32,2.429
5:33:36,2.429
5:33:40,2.429
5:33:44,2.429
5:33:48,2.429
5:33:52,2.429
5:33:56,2.429
5:34:0,2.429
5:34:4,2.429
5:34:8,2.429
5:34:12,2.429
5:34:16,2.429
5:34:20,2.426
5:34:24,2.429
5:34:28,2.42
5:34:32,2.426
5:34:36,2.426
5:34:40,2.426
5:34:44,2.426
5:34:48,2.426
5:34:52,2.426
5:34:56,2.429
5:35:0,2.426
5:35:4,2.42
5:35:8,2.426
5:35:12,2.42
5:35:16,2.42
5:35:20,2.42
5:35:24,2.42
5:35:28,2.42
5:35:32,2.42
5:35:36,2.42
5:35:40,2.42
5:35:44,2.42
5:35:48,2.42
5:35:52,2.42
5:35:56,2.42
5:36:0,2.42
5:36:4,2.42
5:36:8,2.42
5:36:12,2.42
5:36:16,2.42
5:36:20,2.42
5:36:24,2.42
5:36:28,2.42
5:36:32,2.42
5:36:36,2.42
5:36:40,2.42
5:36:44,2.42
5:36:48,2.42
5:36:52,2.42
5:36:56,2.42
5:37:0,2.42
5:37:4,2.42
5:37:8,2.42
5:37:12,2.42
5:37:16,2.42
5:37:20,2.42
5:37:24,2.42
5:37:28,2.42
5:37:32,2.42
5:37:36,2.417
5:37:40,2.417
5:37:44,2.417
5:37:48,2.417
5:37:52,2.42
5:37:56,2.417
5:38:0,2.417
5:38:4,2.417
5:38:8,2.417
5:38:12,2.417
5:38:16,2.417
5:38:20,2.417
5:38:24,2.417
5:38:28,2.417
5:38:32,2.417
5:38:36,2.417
5:38:40,2.417
5:38:44,2.417
5:38:48,2.417
5:38:52,2.417
5:38:56,2.417
5:39:0,2.417
5:39:4,2.417
5:39:8,2.417
5:39:12,2.417
5:39:16,2.417
5:39:20,2.417
5:39:24,2.417
5:39:28,2.417
5:39:32,2.414
5:39:36,2.414
5:39:40,2.414
5:39:44,2.414
5:39:48,2.414
5:39:52,2.414
5:39:56,2.414
5:40:0,2.417
5:40:4,2.414
5:40:8,2.414
5:40:12,2.414
5:40:16,2.414
5:40:20,2.414
5:40:24,2.414
5:40:28,2.414
5:40:32,2.414
5:40:36,2.414
5:40:40,2.414
5:40:44,2.414
5:40:48,2.414
5:40:52,2.414
5:40:56,2.414
5:41:0,2.414
5:41:4,2.414
5:41:8,2.414
5:41:12,2.414
5:41:16,2.414
5:41:20,2.414
5:41:24,2.414
5:41:28,2.414
5:41:32,2.414
5:41:36,2.414
5:41:40,2.414
5:41:44,2.414
5:41:48,2.414
5:41:52,2.414
5:41:56,2.414
5:42:0,2.414
5:42:4,2.414
5:42:8,2.411
5:42:12,2.411
5:42:16,2.414
5:42:20,2.411
5:42:24,2.414
5:42:28,2.414
5:42:32,2.411
5:42:36,2.411
5:42:40,2.411
5:42:44,2.411
5:42:48,2.411
5:42:52,2.411
5:42:56,2.411
5:43:0,2.411
5:43:4,2.411
5:43:8,2.411
5:43:12,2.411
5:43:16,2.411
5:43:20,2.411
5:43:24,2.411
5:43:28,2.411
5:43:32,2.411
5:43:36,2.411
5:43:40,2.411
5:43:44,2.411
5:43:48,2.408
5:43:52,2.408
5:43:56,2.411
5:44:0,2.408
5:44:4,2.408
5:44:8,2.411
5:44:12,2.408
5:44:16,2.408
5:44:20,2.408
5:44:24,2.408
5:44:28,2.408
5:44:32,2.408
5:44:36,2.408
5:44:40,2.408
5:44:44,2.408
5:44:48,2.408
5:44:52,2.408
5:44:56,2.408
5:45:0,2.408
5:45:4,2.408
5:45:8,2.408
5:45:12,2.408
5:45:16,2.408
5:45:20,2.408
5:45:24,2.408
5:45:28,2.408
5:45:32,2.408
5:45:36,2.408
5:45:40,2.408
5:45:44,2.408
5:45:48,2.408
5:45:52,2.405
5:45:56,2.408
5:46:0,2.408
5:46:4,2.408
5:46:8,2.405
5:46:12,2.405
5:46:16,2.408
5:46:20,2.405
5:46:24,2.405
5:46:28,2.405
5:46:32,2.405
5:46:36,2.405
5:46:40,2.405
5:46:44,2.405
5:46:48,2.405
5:46:52,2.405
5:46:56,2.405
5:47:0,2.405
5:47:4,2.405
5:47:8,2.405
5:47:12,2.405
5:47:16,2.405
5:47:20,2.405
5:47:24,2.405
5:47:28,2.405
5:47:32,2.405
5:47:36,2.405
5:47:40,2.405
5:47:44,2.405
5:47:48,2.405
5:47:52,2.405
5:47:56,2.405
5:48:0,2.402
5:48:4,2.405
5:48:8,2.405
5:48:12,2.405
5:48:16,2.402
5:48:20,2.402
5:48:24,2.405
5:48:28,2.402
5:48:32,2.402
5:48:36,2.402
5:48:40,2.402
5:48:44,2.402
5:48:48,2.402
5:48:52,2.402
5:48:56,2.402
5:49:0,2.402
5:49:4,2.402
5:49:8,2.402
5:49:12,2.402
5:49:16,2.402
5:49:20,2.402
5:49:24,2.402
5:49:28,2.402
5:49:32,2.402
5:49:36,2.402
5:49:40,2.402
5:49:44,2.402
5:49:48,2.402
5:49:52,2.402
5:49:56,2.402
5:50:0,2.402
5:50:4,2.402
5:50:8,2.402
5:50:12,2.402
5:50:16,2.402
5:50:20,2.402
5:50:24,2.402
5:50:28,2.399
5:50:32,2.399
5:50:36,2.399
5:50:40,2.399
5:50:44,2.399
5:50:48,2.396
5:50:52,2.396
5:50:56,2.396
5:51:0,2.399
5:51:4,2.396
5:51:8,2.396
5:51:12,2.396
5:51:16,2.396
5:51:20,2.396
5:51:24,2.396
5:51:28,2.396
5:51:32,2.396
5:51:36,2.396
5:51:40,2.396
5:51:44,2.396
5:51:48,2.396
5:51:52,2.396
5:51:56,2.396
5:52:0,2.396
5:52:4,2.396
5:52:8,2.396
5:52:12,2.396
5:52:16,2.396
5:52:20,2.396
5:52:24,2.396
5:52:28,2.396
5:52:32,2.396
5:52:36,2.396
5:52:40,2.394
5:52:44,2.394
5:52:48,2.394
5:52:52,2.394
5:52:56,2.391
5:53:0,2.394
5:53:4,2.394
5:53:8,2.391
5:53:12,2.391
5:53:16,2.391
5:53:20,2.391
5:53:24,2.391
5:53:28,2.391
5:53:32,2.391
5:53:36,2.391
5:53:40,2.391
5:53:44,2.391
5:53:48,2.391
5:53:52,2.391
5:53:56,2.391
5:54:0,2.391
5:54:4,2.391
5:54:8,2.391
5:54:12,2.391
5:54:16,2.391
5:54:20,2.391
5:54:24,2.391
5:54:28,2.391
5:54:32,2.391
5:54:36,2.391
5:54:40,2.391
5:54:44,2.391
5:54:48,2.391
5:54:52,2.391
5:54:56,2.385
5:55:0,2.385
5:55:4,2.385
5:55:8,2.385
5:55:12,2.385
5:55:16,2.385
5:55:20,2.385
5:55:24,2.385
5:55:28,2.385
5:55:32,2.385
5:55:36,2.385
5:55:40,2.385
5:55:44,2.385
5:55:48,2.385
5:55:52,2.385
5:55:56,2.385
5:56:0,2.385
5:56:4,2.385
5:56:8,2.385
5:56:12,2.385
5:56:16,2.385
5:56:20,2.385
5:56:24,2.385
5:56:28,2.385
5:56:32,2.385
5:56:36,2.385
5:56:40,2.385
5:56:44,2.385
5:56:48,2.385
5:56:52,2.382
5:56:56,2.382
5:57:0,2.382
5:57:4,2.382
5:57:8,2.382
5:57:12,2.382
5:57:16,2.382
5:57:20,2.382
5:57:24,2.382
5:57:28,2.382
5:57:32,2.382
5:57:36,2.382
5:57:40,2.382
5:57:44,2.382
5:57:48,2.382
5:57:52,2.382
5:57:56,2.382
5:58:0,2.382
5:58:4,2.379
5:58:8,2.382
5:58:12,2.379
5:58:16,2.379
5:58:20,2.379
5:58:24,2.379
5:58:28,2.379
5:58:32,2.379
5:58:36,2.379
5:58:40,2.379
5:58:44,2.379
5:58:48,2.379
5:58:52,2.379
5:58:56,2.379
5:59:0,2.379
5:59:4,2.379
5:59:8,2.379
5:59:12,2.379
5:59:16,2.379
5:59:20,2.379
5:59:24,2.379
5:59:28,2.379
5:59:32,2.379
5:59:36,2.379
5:59:40,2.379
5:59:44,2.379
5:59:48,2.379
5:59:52,2.376
5:59:56,2.376
6:0:0,2.376
6:0:4,2.376
6:0:8,2.376
6:0:12,2.376
6:0:16,2.376
6:0:20,2.376
6:0:24,2.376
6:0:28,2.376
6:0:32,2.376
6:0:36,2.376
6:0:40,2.376
6:0:44,2.376
6:0:48,2.376
6:0:52,2.376
6:0:56,2.376
6:1:0,2.376
6:1:4,2.376
6:1:8,2.376
6:1:12,2.373
6:1:16,2.373
6:1:20,2.373
6:1:24,2.373
6:1:28,2.373
6:1:32,2.373
6:1:36,2.373
6:1:40,2.373
6:1:44,2.373
6:1:48,2.373
6:1:52,2.373
6:1:56,2.373
6:2:0,2.37
6:2:4,2.373
6:2:8,2.37
6:2:12,2.37
6:2:16,2.37
6:2:20,2.37
6:2:24,2.37
6:2:28,2.37
6:2:32,2.367
6:2:36,2.37
6:2:40,2.367
6:2:44,2.367
6:2:48,2.367
6:2:52,2.367
6:2:56,2.367
6:3:0,2.367
6:3:4,2.367
6:3:8,2.367
6:3:12,2.367
6:3:16,2.367
6:3:20,2.364
6:3:24,2.367
6:3:28,2.367
6:3:32,2.364
6:3:36,2.367
6:3:40,2.364
6:3:44,2.364
6:3:48,2.364
6:3:52,2.364
6:3:56,2.364
6:4:0,2.364
6:4:4,2.364
6:4:8,2.364
6:4:12,2.364
6:4:16,2.364
6:4:20,2.364
6:4:24,2.364
6:4:28,2.364
6:4:32,2.364
6:4:36,2.364
6:4:40,2.364
6:4:44,2.364
6:4:48,2.364
6:4:52,2.361
6:4:56,2.361
6:5:0,2.361
6:5:4,2.364
6:5:8,2.361
6:5:12,2.361
6:5:16,2.361
6:5:20,2.361
6:5:24,2.361
6:5:28,2.361
6:5:32,2.361
6:5:36,2.361
6:5:40,2.361
6:5:44,2.361
6:5:48,2.361
6:5:52,2.361
6:5:56,2.361
6:6:0,2.358
6:6:4,2.361
6:6:8,2.361
6:6:12,2.358
6:6:16,2.358
6:6:20,2.358
6:6:24,2.358
6:6:28,2.358
6:6:32,2.358
6:6:36,2.358
6:6:40,2.358
6:6:44,2.358
6:6:48,2.358
6:6:52,2.358
6:6:56,2.358
6:7:0,2.358
6:7:4,2.358
6:7:8,2.358
6:7:12,2.355
6:7:16,2.355
6:7:20,2.355
6:7:24,2.35
6:7:28,2.35
6:7:32,2.355
6:7:36,2.35
6:7:40,2.35
6:7:44,2.35
6:7:48,2.35
6:7:52,2.35
6:7:56,2.35
6:8:0,2.35
6:8:4,2.35
6:8:8,2.35
6:8:12,2.35
6:8:16,2.35
6:8:20,2.35
6:8:24,2.35
6:8:28,2.35
6:8:32,2.347
6:8:36,2.347
6:8:40,2.347
6:8:44,2.347
6:8:48,2.347
6:8:52,2.347
6:8:56,2.347
6:9:0,2.347
6:9:4,2.347
6:9:8,2.347
6:9:12,2.347
6:9:16,2.347
6:9:20,2.347
6:9:24,2.347
6:9:28,2.347
6:9:32,2.347
6:9:36,2.347
6:9:40,2.347
6:9:44,2.347
6:9:48,2.347
6:9:52,2.347
6:9:56,2.344
6:10:0,2.344
6:10:4,2.344
6:10:8,2.344
6:10:12,2.344
6:10:16,2.344
6:10:20,2.344
6:10:24,2.344
6:10:28,2.344
6:10:32,2.344
6:10:36,2.344
6:10:40,2.344
6:10:44,2.344
6:10:48,2.344
6:10:52,2.344
6:10:56,2.341
6:11:0,2.338
6:11:4,2.338
6:11:8,2.338
6:11:12,2.338
6:11:16,2.338
6:11:20,2.338
6:11:24,2.338
6:11:28,2.338
6:11:32,2.338
6:11:36,2.338
6:11:40,2.338
6:11:44,2.338
6:11:48,2.338
6:11:52,2.338
6:11:56,2.338
6:12:0,2.338
6:12:4,2.338
6:12:8,2.335
6:12:12,2.335
6:12:16,2.335
6:12:20,2.335
6:12:24,2.335
6:12:28,2.335
6:12:32,2.335
6:12:36,2.335
6:12:40,2.335
6:12:44,2.335
6:12:48,2.335
6:12:52,2.335
6:12:56,2.335
6:13:0,2.335
6:13:4,2.332
6:13:8,2.332
6:13:12,2.332
6:13:16,2.332
6:13:20,2.332
6:13:24,2.332
6:13:28,2.332
6:13:32,2.332
6:13:36,2.332
6:13:40,2.332
6:13:44,2.332
6:13:48,2.332
6:13:52,2.332
6:13:56,2.329
6:14:0,2.329
6:14:4,2.329
6:14:8,2.329
6:14:12,2.329
6:14:16,2.329
6:14:20,2.329
6:14:24,2.329
6:14:28,2.329
6:14:32,2.329
6:14:36,2.326
6:14:40,2.326
6:14:44,2.326
6:14:48,2.326
6:14:52,2.326
6:14:56,2.326
6:15:0,2.326
6:15:4,2.326
6:15:8,2.326
6:15:12,2.326
6:15:16,2.323
6:15:20,2.323
6:15:24,2.323
6:15:28,2.323
6:15:32,2.323
6:15:36,2.323
6:15:40,2.323
6:15:44,2.323
6:15:48,2.323
6:15:52,2.323
6:15:56,2.323
6:16:0,2.323
6:16:4,2.323
6:16:8,2.323
6:16:12,2.323
6:16:16,2.32
6:16:20,2.32
6:16:24,2.32
6:16:28,2.32
6:16:32,2.32
6:16:36,2.32
6:16:40,2.32
6:16:44,2.32
6:16:48,2.314
6:16:52,2.32
6:16:56,2.32
6:17:0,2.312
6:17:4,2.312
6:17:8,2.312
6:17:12,2.312
6:17:16,2.309
6:17:20,2.309
6:17:24,2.309
6:17:28,2.309
6:17:32,2.309
6:17:36,2.309
6:17:40,2.309
6:17:44,2.309
6:17:48,2.309
6:17:52,2.306
6:17:56,2.309
6:18:0,2.306
6:18:4,2.306
6:18:8,2.306
6:18:12,2.306
6:18:16,2.306
6:18:20,2.306
6:18:24,2.306
6:18:28,2.306
6:18:32,2.303
6:18:36,2.303
6:18:40,2.303
6:18:44,2.303
6:18:48,2.303
6:18:52,2.303
6:18:56,2.303
6:19:0,2.303
6:19:4,2.303
6:19:8,2.303
6:19:12,2.303
6:19:16,2.303
6:19:20,2.3
6:19:24,2.3
6:19:28,2.3
6:19:32,2.3
6:19:36,2.3
6:19:40,2.3
6:19:44,2.3
6:19:48,2.3
6:19:52,2.297
6:19:56,2.297
6:20:0,2.297
6:20:4,2.297
6:20:8,2.297
6:20:12,2.297
6:20:16,2.297
6:20:20,2.297
6:20:24,2.294
6:20:28,2.294
6:20:32,2.294
6:20:36,2.294
6:20:40,2.294
6:20:44,2.294
6:20:48,2.294
6:20:52,2.294
6:20:56,2.294
6:21:0,2.291
6:21:4,2.291
6:21:8,2.291
6:21:12,2.291
6:21:16,2.291
6:21:20,2.291
6:21:24,2.291
6:21:28,2.291
6:21:32,2.288
6:21:36,2.288
6:21:40,2.285
6:21:44,2.285
6:21:48,2.285
6:21:52,2.285
6:21:56,2.285
6:22:0,2.285
6:22:4,2.285
6:22:8,2.279
6:22:12,2.279
6:22:16,2.279
6:22:20,2.279
6:22:24,2.279
6:22:28,2.279
6:22:32,2.279
6:22:36,2.276
6:22:40,2.276
6:22:44,2.276
6:22:48,2.273
6:22:52,2.273
6:22:56,2.273
6:23:0,2.273
6:23:4,2.273
6:23:8,2.273
6:23:12,2.273
6:23:16,2.271
6:23:20,2.271
6:23:24,2.271
6:23:28,2.271
6:23:32,2.271
6:23:36,2.271
6:23:40,2.268
6:23:44,2.268
6:23:48,2.268
6:23:52,2.268
6:23:56,2.268
6:24:0,2.268
6:24:4,2.265
6:24:8,2.265
6:24:12,2.265
6:24:16,2.265
6:24:20,2.265
6:24:24,2.265
6:24:28,2.265
6:24:32,2.262
6:24:36,2.262
6:24:40,2.262
6:24:44,2.259
6:24:48,2.262
6:24:52,2.259
6:24:56,2.256
6:25:0,2.256
6:25:4,2.256
6:25:8,2.253
6:25:12,2.253
6:25:16,2.253
6:25:20,2.253
6:25:24,2.253
6:25:28,2.253
6:25:32,2.25
6:25:36,2.25
6:25:40,2.25
6:25:44,2.25
6:25:48,2.25
6:25:52,2.244
6:25:56,2.244
6:26:0,2.244
6:26:4,2.244
6:26:8,2.244
6:26:12,2.241
6:26:16,2.241
6:26:20,2.241
6:26:24,2.241
6:26:28,2.241
6:26:32,2.238
6:26:36,2.238
6:26:40,2.238
6:26:44,2.235
6:26:48,2.235
6:26:52,2.235
6:26:56,2.232
6:27:0,2.232
6:27:4,2.232
6:27:8,2.232
6:27:12,2.232
6:27:16,2.229
6:27:20,2.227
6:27:24,2.227
6:27:28,2.227
6:27:32,2.227
6:27:36,2.224
6:27:40,2.224
6:27:44,2.224
6:27:48,2.224
6:27:52,2.221
6:27:56,2.221
6:28:0,2.221
6:28:4,2.221
6:28:8,2.218
6:28:12,2.218
6:28:16,2.215
6:28:20,2.215
6:28:24,2.215
6:28:28,2.209
6:28:32,2.209
6:28:36,2.209
6:28:40,2.209
6:28:44,2.209
6:28:48,2.206
6:28:52,2.206
6:28:56,2.203
6:29:0,2.197
6:29:4,2.197
6:29:8,2.197
6:29:12,2.197
6:29:16,2.194
6:29:20,2.194
6:29:24,2.194
6:29:28,2.191
6:29:32,2.191
6:29:36,2.191
6:29:40,2.188
6:29:44,2.188
6:29:48,2.188
6:29:52,2.186
6:29:56,2.186
6:30:0,2.186
6:30:4,2.183
6:30:8,2.183
6:30:12,2.18
6:30:16,2.18
6:30:20,2.174
6:30:24,2.171
6:30:28,2.168
6:30:32,2.168
6:30:36,2.168
6:30:40,2.168
6:30:44,2.168
6:30:48,2.165
6:30:52,2.165
6:30:56,2.162
6:31:0,2.162
6:31:4,2.159
6:31:8,2.156
6:31:12,2.156
6:31:16,2.153
6:31:20,2.153
6:31:24,2.153
6:31:28,2.15
6:31:32,2.147
6:31:36,2.145
6:31:40,2.139
6:31:44,2.139
6:31:48,2.136
6:31:52,2.136
6:31:56,2.133
6:32:0,2.133
6:32:4,2.133
6:32:8,2.13
6:32:12,2.127
6:32:16,2.127
6:32:20,2.124
6:32:24,2.124
6:32:28,2.121
6:32:32,2.115
6:32:36,2.115
6:32:40,2.112
6:32:44,2.112
6:32:48,2.109
6:32:52,2.109
6:32:56,2.104
6:33:0,2.101
6:33:4,Fully Discharged
